size,CSF,density,settling
7.126781790738235e-05,0.6753472116009814,957.8131931958304,rising
8.334780868538051e-05,0.16665748549485568,1042.0147927135092,settling
0.00014897928050418603,0.5447802186561502,1049.2154949138737,settling
3.0125694477893077e-05,0.40617023284319603,1001.0979147387167,settling
2.8987149438511304e-05,0.37666091072438673,909.5526829763835,rising
3.22136098382366e-05,0.4667230688913283,1361.6833882422536,settling
6.427887697179394e-05,0.2188481552536564,1000.5113934726817,settling
3.269350571146996e-05,0.2471083019599332,945.2088749729487,rising
5.7203835388598853e-05,0.40752781452418985,1451.7211778512594,settling
3.8521384251034155e-05,0.30581401431394245,1407.2995876775703,settling
4.333068864378094e-05,0.865843337885018,1251.7544312948312,settling
0.00015839985139854974,0.6523902414965356,1033.7401835776377,settling
6.543474145159577e-05,0.4888047960539921,1360.473683973882,settling
0.000639198802101959,0.3489438465054137,1383.146805989985,settling
4.191465858847576e-05,0.6060564003749044,904.0831782476566,rising
0.00017727267706193396,0.42490279075665865,1070.4934326068549,settling
3.45089992178586e-05,0.1582660543768827,1051.9908375215498,settling
4.420958864216744e-05,0.4910329428583486,983.3466007103727,rising
2.2798076582203494e-05,0.5649366741263113,995.9098576550499,rising
0.00013399979039829997,0.1372827870866082,1071.7356541274646,settling
3.978668796140192e-05,0.2516941829378105,1021.3732969152313,settling
5.6597394591115534e-05,0.3450308323006321,1320.4395618724536,settling
3.12470971902261e-05,0.4180177803857101,1037.3466423574523,settling
2.0286873799183633e-05,0.4548266305459893,1093.5501537886169,settling
4.793882945832401e-05,0.05010267254460189,1135.0371345971057,settling
2.8074092230019394e-05,0.541537216216812,969.1188521111252,rising
0.00035322991604486777,0.49990501550490224,1209.3144623475755,settling
4.764495833755696e-05,0.6519979516656302,1119.8597682860586,settling
0.00042336402113920044,0.5160632962060853,1099.5104856421788,settling
0.0007639855433532897,0.37234145812212105,1070.236262832499,settling
5.3777357720621615e-05,0.6294648802494387,1046.8624613479024,settling
8.679102613035168e-05,0.10782443056615494,1142.7343605547549,settling
0.00038146338176539346,0.440036469288817,1143.1878401497318,settling
0.00032072909636364266,0.49850745545446234,987.036190503606,rising
3.268078353529282e-05,0.01,1070.0628344227946,settling
0.0016758478083035348,0.6377814811083004,1299.7620107692396,settling
0.00010397988676562817,0.6151170131653769,986.0580826411077,rising
5.362089174393639e-05,0.23448008437288037,1699.5835809205744,settling
0.00014644922178473011,0.3954589468539549,914.0702248128298,rising
0.00022316660453783083,0.07655329900378663,971.2321282239751,rising
2.8705607578549565e-05,0.46019321164104,1099.6123529428473,settling
0.0004356960783721283,0.3303533008654798,1130.5817464852594,settling
2.0740196897693196e-05,0.6193318069127131,1074.5399376043956,settling
0.00017229389014790315,0.31327582578485336,921.1479678635474,rising
3.380007694806586e-05,0.3495447198895264,1180.3790907749815,settling
4.008452984364801e-05,0.12456346159830625,1245.8808001237537,settling
3.439495799284899e-05,0.46834050729667526,1228.8875564511711,settling
6.919949623598968e-05,0.1267481644520639,1089.083401403916,settling
2.0614083372633138e-05,0.6065099602596079,1098.0115555983837,settling
4.494728315337852e-05,0.6223174877647022,1163.2208762876724,settling
0.00017233262468072897,0.2039716736999986,1251.9507461871276,settling
0.0001676827829613832,0.26993025335095366,1450.5390977722193,settling
7.146683084328382e-05,0.23650464398060586,1229.763740467567,settling
4.229594685336704e-05,0.4973862938811999,1118.6974797995877,settling
3.151043741374012e-05,0.01,1212.5578072256696,settling
0.00015488718000654034,0.4603205874095837,1071.5250218742233,settling
0.00019042416610265194,0.268208469021553,1327.1136432380629,settling
3.4405576734188645e-05,0.5893836612418741,1403.4193705289263,settling
5.955715168715812e-05,0.3520175896319736,997.7101708086005,rising
2.459783181760092e-05,0.1648497590805717,969.9134649952873,rising
0.00020425656768286054,0.5192918599961458,1046.250721208803,settling
2.494988010406651e-05,0.624926782766641,999.9969486857807,rising
2.9215944914109117e-05,0.37935475976348837,1018.693974365481,settling
4.9809136786528736e-05,0.10174567127773038,1157.919735992333,settling
3.5996193973715615e-05,0.487653444944111,1234.7136322092147,settling
4.4288378658428885e-05,0.32618329950589925,1474.1362116031937,settling
7.662468309850292e-05,0.36544091975834614,1066.6862394180225,settling
2.0783321896851897e-05,0.4803905925115393,1537.3387711521466,settling
0.0002022151006332419,0.28118581550009714,1127.6762398493843,settling
0.0002239071354122686,0.4281795173573123,1009.7473649960582,settling
6.163260840658056e-05,0.8797747631418786,978.910328160206,rising
0.000150980606297019,0.30544938432425134,1483.4206041165796,settling
0.0037717967110887127,0.35001652965531554,1057.3209195935044,settling
0.0006053079338569434,0.081618488181795,1030.2383750702857,settling
0.0001904857042328994,0.16436976234877285,1573.1484542492078,settling
3.1941464633106984e-05,0.6238178350538441,1100.6488549615203,settling
3.264731325382082e-05,0.5579669000373205,963.7710921434444,rising
3.198258253786063e-05,0.5041197987563262,1318.967465599765,settling
3.223698610302643e-05,0.057358847079693125,1100.1076761648812,settling
7.952432580134419e-05,0.10923431023691105,1021.8186305969809,settling
4.836109611987883e-05,0.5817360373895424,1493.1318284506272,settling
0.0016699218472676785,0.04846405239683078,1282.2984017920453,settling
5.29687289193691e-05,0.4624933806907338,1200.3953443941573,settling
0.00013620395510720876,0.1572035499296937,1072.8734796498902,settling
0.003534496089072052,1.0,1082.335589710441,settling
4.664442830415864e-05,0.43833692774680544,958.1574105148636,rising
4.402651795954817e-05,0.7237308430918182,1558.0439959822231,settling
0.00011469896561731804,0.03209252655417284,2172.361028737289,settling
2.9682718775602044e-05,0.15760109152028193,1036.6089227099294,settling
2.994260837916012e-05,0.1491753551697832,1120.3510718566333,settling
0.00042383183670275434,0.6146942155305568,1100.5817258359286,settling
2.9511770706431447e-05,0.3153790848429066,1262.4261533324704,settling
3.350184839857135e-05,0.24798067713436953,1129.481492471028,settling
0.00013595911769314476,0.529883127056432,1409.9600989069086,settling
0.0004594004927546252,0.541906834935393,1252.9720099243095,settling
4.773758733295961e-05,0.46003153535775715,1238.0315339582194,settling
2.2479780699807565e-05,0.15377420750161908,2051.181117177345,settling
6.165149164678203e-05,0.046206807015607275,928.8730078170992,rising
0.00042345876113924835,0.06206321432512896,946.122273024751,rising
4.611829357395815e-05,0.5359756707467916,1144.9812279650919,settling
0.00022408629029336256,0.2984634678458708,1025.3874924094139,settling
0.00028184079922081496,0.24827587901029663,1178.565005838526,settling
2.9570099610786e-05,0.41574219561344755,1503.6449164673468,settling
8.740127351055965e-05,0.5475922915424358,1115.1397508361254,settling
0.00028487421618601853,0.43749435464063713,1038.0652671255566,settling
9.721832586498868e-05,0.27306179853395435,1156.6228380346163,settling
0.000211975733838699,0.20721641164589594,1152.508387886163,settling
0.00021267060371457208,0.33378156280502397,1059.1349497202712,settling
2.5807117860809496e-05,0.7189272497672766,992.4395203696788,rising
0.0009910008444784775,0.46014792598401877,987.5733096525947,rising
0.00057677282131773,0.5008307994849733,1300.838258987538,settling
9.812827991918045e-05,0.34311440802354043,1114.6482699878684,settling
6.570121194000812e-05,0.7529192122341776,1139.3384416148263,settling
0.000152544110671205,0.41343138995857664,897.6890987077908,rising
0.0001609862710304594,0.2645316014373756,912.5357676250592,rising
4.7618198528151225e-05,0.415237668644943,981.8794296871237,rising
2.2399832378890996e-05,0.2809873621186968,1391.7196285419623,settling
2.533910736420758e-05,0.5383511142283876,911.5050847858573,rising
2.3272638236702495e-05,0.6512868596987563,973.1986903464378,rising
7.780657071289421e-05,0.7510748905210155,1560.4042435397703,settling
0.00029557315684218126,0.039757891459742116,1028.654716956423,settling
3.150289783285184e-05,0.09075241887087937,1424.8155544242493,settling
7.653101971196423e-05,0.24904709559292545,998.8731281946746,rising
0.00014639330509469658,0.34234512766856245,1235.9131409975998,settling
4.199940219933476e-05,0.36814466412225183,918.8359107124787,rising
0.00010144040695858481,0.3714526221107934,1067.7609746413593,settling
9.862139630283975e-05,0.27588284419542963,1078.9010361447642,settling
0.00011756304213606911,0.5727651333088599,953.0635137122007,rising
3.1888012971572415e-05,0.1611505983478305,1143.408655613409,settling
0.0016203840645352002,0.5434416742672994,1334.792452383889,settling
3.3702195181734765e-05,0.2538077006871332,1111.936392178974,settling
2.8890464705748054e-05,0.29612714861301304,1003.4678036007728,settling
2.013893998441949e-05,0.5559220500535044,1765.6415887739715,settling
0.0030524288812385117,0.47371547166360645,1219.5373659399995,settling
6.385772812350353e-05,0.30300317739649524,1037.7439349406359,settling
2.017949119955951e-05,0.1746226073258466,1062.1353037266592,settling
2.7337252002523388e-05,0.5010210255988998,1016.9166522006657,settling
3.4191818325185174e-05,0.21736388697321543,1278.6740895869054,settling
0.0030831932373229067,0.49800614255308673,907.1357556484126,rising
0.00045636779638261833,0.10170291122829693,983.1603214182763,rising
0.00017547734019406045,0.4413828462338367,885.2690357859375,rising
2.4847787184664876e-05,0.48432285700469285,854.069966484045,rising
0.0004674144539502737,0.35130476651271114,899.4243197325728,rising
0.00011323130890611227,0.12830679170429082,1150.6865433711769,settling
9.810953041764765e-05,0.32726212510644664,1147.171116681862,settling
2.5546737785093445e-05,0.3233092133312519,972.6438107710719,rising
5.028176055666051e-05,0.42125277809235434,1346.4973553749314,settling
0.00014387519824422528,0.2321187418794833,1125.3513052005455,settling
6.624907323350881e-05,0.5114529860832983,1213.288884721074,settling
0.00011506104282791034,0.4082808716422925,1147.4457607651477,settling
2.400936931580915e-05,0.7034335677411949,1277.4669477969287,settling
2.928937949240281e-05,0.6508386980443422,901.6461212600843,rising
0.0013119029551293228,0.3331364969635993,976.2146922738503,rising
0.00037287946960001367,0.3922603722918486,988.0786825496821,rising
0.00014295288402745875,0.9668488007214905,1666.5892674845986,settling
2.8605012099830677e-05,0.5195276557200399,978.7681923957789,rising
8.209453857862949e-05,0.06273516000488433,1268.1730371464637,settling
4.3595785084596256e-05,0.5078045538472608,1073.953974345377,settling
3.474285548530917e-05,0.673178475832101,1076.8280584866252,settling
0.00011847156588801722,0.8280064882238812,1082.706906071096,settling
2.9587553643385223e-05,0.21168375390653163,987.2503947309625,rising
0.00017532221522576326,0.5563118659957261,965.1286339078436,rising
6.376517274106994e-05,0.08253027187066213,1083.6615797825093,settling
0.0007368525738687521,0.5302712657057562,970.177748937931,rising
0.0007266663510431439,0.507463315679991,1259.1321420561133,settling
3.296576606709733e-05,0.6303469187510462,959.6849080144541,rising
3.223713230818383e-05,0.20423164183905318,1779.5148409048127,settling
0.001081079690280931,0.5286251365549481,937.6930757226131,rising
7.070294814133597e-05,0.44412343235943524,1242.452406110574,settling
2.270289212740187e-05,0.6818976928778796,1012.461877293705,settling
0.0008560617240239089,0.36769111520880016,1184.5375025615729,settling
4.126510205247834e-05,0.43257616063088117,1201.3372782602432,settling
0.0002877740110780861,0.3632408404385917,1022.2038157870151,settling
0.00028226656677318414,0.4699663089472642,1181.9770527769085,settling
2.101469483158055e-05,0.22168935904703416,2388.5364329150334,settling
2.6359843449458784e-05,0.26970544796997936,1420.1738558002828,settling
0.00019022603270717734,0.36329182650866126,1026.425963320928,settling
2.807249791836945e-05,0.49441600383472173,1131.715184655325,settling
2.9156386060820577e-05,0.42239813584910285,1045.4456230294159,settling
9.168155633592266e-05,0.5666549453533615,1388.1402443724862,settling
0.0001342180639026059,0.47166380785271683,1251.785253160525,settling
0.00019545238151092364,0.5732200990350425,1016.5326545050093,settling
3.2484596777487076e-05,0.5700044374265647,1259.2439476435238,settling
6.976652988388492e-05,0.37097133850341657,939.7390996372638,rising
0.0014505865187489117,0.08850273453403415,967.7404983727517,rising
7.05729695604402e-05,0.08037625277757851,1135.120604122592,settling
3.7848331169057e-05,0.5806737786772954,997.6460304426906,rising
3.420248681974341e-05,0.7174125276212387,1052.090775068302,settling
2.2101100037373856e-05,0.20238385850484497,888.9664428302501,rising
2.1347303110691695e-05,0.30780631070410225,962.5400525719953,rising
3.8700694990785786e-05,0.7169418328891815,1151.2985908612177,settling
2.982941668682622e-05,0.6454401850184943,1057.6760589053208,settling
2.8948773576704716e-05,0.1492898475482355,1215.3447145103519,settling
0.0001296642150982182,0.24306313159062123,1161.6829426747395,settling
5.9982723060117534e-05,0.5160196881449085,1131.9858716691463,settling
4.395038488580816e-05,0.49872333315658657,1216.5490977615889,settling
2.2395491427534898e-05,0.4980445696278504,1426.20928173383,settling
8.195268402772597e-05,0.8402371760110602,992.7011967508843,rising
0.0011343168786449444,1.0,1005.6664556731481,settling
3.0974125334913114e-05,0.5299008082646243,1245.2277606480825,settling
0.0001646653318330251,0.01,1269.3791061281138,settling
2.106391727412284e-05,0.47525881230873473,1073.3221251819105,settling
3.86526662677017e-05,0.7312739547331976,1641.3667506275679,settling
0.0007374422407728021,0.07308064191980333,982.7296287365231,rising
9.98875652799701e-05,0.7054655207381473,1313.3016606390127,settling
0.0002613396082055745,0.5329320220668502,898.4325625912572,rising
0.00210496274566591,0.6218474795090637,1080.6321873389427,settling
4.1237300498632107e-05,0.48934285632898117,1148.907216392867,settling
0.00016977818172862955,0.07646136871620529,951.2996180911553,rising
2.5690253389504725e-05,0.49840825645582587,1316.1339166436069,settling
9.044246103386397e-05,0.5196878641277859,910.2752997207164,rising
2.0463010192058955e-05,0.2165169476378359,1040.2523559429112,settling
0.00019239725651219207,0.5222201366972739,992.3613536328955,rising
3.891764139940229e-05,0.43671477808605047,1347.1959333649268,settling
7.092269155103254e-05,0.6985541821212387,934.5253496991473,rising
7.922116494484074e-05,0.2992552233926176,1247.9211892077562,settling
0.0005556877510029282,0.2965545130371152,1189.0688435985603,settling
0.0018766159550950906,0.4796494894275547,1109.154132731022,settling
0.00022893487385835487,0.2842642971470759,1546.495549590151,settling
3.247729888472658e-05,0.4124909915649886,923.6052774445822,rising
3.620310550619691e-05,0.28443339284316427,1015.1723190437463,settling
3.43205535729109e-05,0.8896116073719471,954.9633929875923,rising
8.21884390417122e-05,0.6827293649831458,1277.7195281257482,settling
2.8411391605964212e-05,0.23581842050897234,893.7629762545209,rising
0.0021133537311830604,0.4680424278489752,1162.7854011325662,settling
0.0009345744831486734,0.08464151823203682,1548.5130720326383,settling
3.0216298904766573e-05,0.43461712286349224,1025.1478305416294,settling
4.151193184510879e-05,0.7151129752571943,1141.6125723883474,settling
2.0504579416148496e-05,0.44332217540352314,1923.8293487086996,settling
5.315453959211586e-05,0.3146999342021322,1090.325868346443,settling
7.492814370007251e-05,0.7255039186747372,1222.799893796816,settling
5.663893142924537e-05,0.2952065594560192,964.1827649650559,rising
0.0004009474746917691,0.40838512622177564,955.6300597774699,rising
0.0004187478533328424,0.7858321406987885,1010.083069915019,settling
6.398743690058278e-05,0.18705293319030536,1381.5176425698342,settling
2.3260050902459007e-05,0.6013047040811903,1004.133599247162,settling
2.2139637669495186e-05,0.5581137426892824,1253.806243898937,settling
3.770603924139679e-05,0.5998729820469532,932.5741602370198,rising
0.00021588230730354725,0.09723247789505111,987.768861098937,rising
0.0002095230059677943,0.3050953025839714,1329.4868702521217,settling
0.00012053299826441075,0.2655464477095797,1070.6271481391864,settling
